horizonte_dias,alvo_retorno,total_venda,total_neutro,total_compra,EV_Compra,EV_Venda,accuracy,venda_precision,venda_recall,venda_f1,neutro_precision,neutro_recall,neutro_f1,compra_precision,compra_recall,compra_f1,macro_avg_f1,weighted_avg_f1
720,0.03,7264,0,10546,0.0031633041492196423,-0.0024129651860744263,0.5303468208092486,0.4597839135654262,0.24582798459563543,0.3203680468423254,0.0,0.0,0.0,0.5527217358203274,0.7634069400630915,0.6412011481563259,0.32052306499955047,0.4967335262351661
720,0.05,6813,0,10997,0.006830031282586024,-0.011234991423670668,0.5378612716763006,0.3876500857632933,0.1539509536784741,0.22038030229156508,0.0,0.0,0.0,0.5683003128258602,0.8207831325301205,0.6715958102279729,0.297325370839846,0.4801552421208496
720,0.07,6406,0,11404,0.014978765109441364,-0.01912280701754387,0.5789017341040462,0.3634085213032581,0.10756676557863501,0.1659988551803091,0.0,0.0,0.0,0.6069911793531526,0.8797348484848485,0.7183452542045234,0.2947813697949442,0.5031536513476907
720,0.1,6080,0,11730,0.026266353572626633,-0.04112734864300627,0.5846820809248555,0.29436325678496866,0.11370967741935484,0.16404886561954624,0.0,0.0,0.0,0.6313317678631332,0.8477477477477477,0.7237069794270332,0.29591861501552646,0.5231358634960264
720,0.15,5124,0,12686,0.0394736842105263,-0.0782608695652174,0.6054913294797688,0.2391304347826087,0.04417670682730924,0.07457627118644068,0.0,0.0,0.0,0.631578947368421,0.9209932279909706,0.7493112947658402,0.2746291886507603,0.5065236923507095
720,0.2,4943,62,12805,0.02725366876310273,-0.06446280991735538,0.5601156069364162,0.33884297520661155,0.028852920478536243,0.05317769130998703,0.0,0.0,0.0,0.5681341719077568,0.9595346484572584,0.7136945071482318,0.25562406615273964,0.4296357051975566
720,0.25,4694,204,12912,0.02634282359847373,0.0735294117647059,0.5520231213872833,0.6470588235294118,0.01608187134502924,0.03138373751783167,0.2631578947368421,0.02617801047120419,0.047619047619047616,0.5526856471969475,0.9905312993161494,0.7094951017332328,0.26283262895670406,0.40484924260534894
720,0.3,3977,546,13287,0.042907696844588616,-0.3,0.5601156069364162,0.0,0.0,0.0,0.0,0.0,0.0,0.5715128280743144,0.9802731411229135,0.7220566318926974,0.24068554396423247,0.4125739772404228
720,0.4,2284,2434,13092,0.01572364502680168,-0.3578947368421053,0.519364161849711,0.05263157894736842,0.0017889087656529517,0.0034602076124567475,0.6144578313253012,0.04578096947935368,0.08521303258145363,0.5196545562835021,0.9764969222160045,0.6783284742468416,0.25566723814691733,0.3783336872341644
720,0.5,1063,4195,12552,-0.04380225372591784,-0.43333333333333335,0.49653179190751445,0.06666666666666667,0.01098901098901099,0.018867924528301886,0.6927710843373494,0.2694786174575278,0.38802193167439897,0.45619774627408216,0.847972972972973,0.5932403687071615,0.33337674163662073,0.44667633712457355
